Sector,region,substance,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net,EU27,CO2,-395.397600172552,-505.887525199912,-499.932934909034,-524.30236604789,-476.313819598227,-456.480726513947,-471.594287245193,-467.76235114047,-442.91540919762,-524.760642744511,-404.78599663972,-430.063865175639,-453.219609989136,-428.077585281596,-428.660528117518,-373.871802770666,-446.227620257953,-367.023606561766,-393.76716121033,-458.217190171634,-372.425264243906,-364.265720244142,-373.769106069179,-362.430015431213,-360.507961933052,-359.604096086849,-359.251377588438,-341.280285031614,-321.785056111946,-279.532535848213,-304.410280766101
Forest Land,EU27,CO2,-465.629032122891,-589.70629116717,-584.856485032013,-595.219837046267,-541.972648921075,-510.465719624778,-527.941137562923,-490.048826086901,-491.413239969118,-471.728805522834,-412.845507271349,-455.788404827844,-449.269333278959,-422.242441120481,-402.650011121404,-349.948705037369,-397.309671631597,-324.762160389049,-396.492429114896,-470.150711768177,-379.072738989185,-370.167978740626,-377.921175024335,-375.510584013869,-361.108412002925,-354.030673743333,-344.831030050404,-342.36106231583,-294.084897210061,-260.32961478697,-283.355338997364
Organic Soil,EU27,CO2,101.447589324114,101.237842432351,100.579906552973,99.8013291380934,99.004318976754,98.4451616004354,98.2669829593716,97.592471657526,96.7831170015523,96.4408833161551,97.1217674867277,96.7394097041649,96.330642487756,96.0484994091292,95.769397925568,96.0370774755724,95.9441824575025,95.1120829405514,94.6774113462047,94.4030867911969,93.861502003589,93.0539031789964,92.4615946830551,91.5651374976818,91.239622498715,90.7781562356824,90.5224471290351,90.5463563507901,90.0887556255371,89.8849100382578,89.8849100382578
Deforestation,EU27,CO2,25.7450717036098,25.2268251182662,23.7336991655869,25.436923545861,25.1355489289695,21.6973562386269,22.4008404503251,23.7878386830413,23.300478469732,25.7090089898614,22.5786044565757,25.5588342506899,26.6492134748022,27.9447509244406,30.6937958118977,32.8897567272838,35.3869338881253,35.8007184335862,36.0027855274344,34.981197653833,32.7065020088068,29.8269136161416,29.5061211293712,29.3147502377764,28.9832839261991,30.6200543039443,33.0840612022228,28.4538069214235,28.4684781434722,28.8256625652291,27.7219921279956
Other,EU27,CO2,-82.1466761373854,-61.50559038336,-53.2135013370012,-63.5549445935774,-82.2613401828756,-89.9378263282315,-91.8452305489666,-103.721047104136,-108.896097299786,-187.733286137694,-131.102072231675,-118.24012888265,-129.398793974735,-140.903739024685,-154.52517335358,-162.869751927153,-184.787242562983,-179.551805118855,-129.469620520073,-119.765766708487,-122.444367117117,-120.821339058653,-124.50876140827,-110.187868342802,-121.852365627041,-128.814767993143,-142.295744310292,-136.876561311997,-147.904914061894,-141.59178748673,-142.473532185991
Fires,EU27,CO2,25.18544706,18.8596888,13.82344574142,9.234162908,23.7803016,23.7803016,27.524257457,4.62721171,37.3103326,12.55155661,19.46121092,21.66642458,2.468661302,11.07534453,2.05146262,10.019819991,4.538177591,6.377557572,1.514691551,2.31500386,2.52383785,3.84278076,6.693114551,2.38854919,2.229909272,1.84313511,4.268888441,18.957175324,1.647521391,3.678293822,3.811688251
Net,WORLD,CO2,-3523.44045544167,-3467.38746153434,-3435.59258109557,-3388.27774813678,-3507.70893172573,-3304.36692637153,-3845.11822892714,-4097.97558431818,-3602.12721561514,-3253.03696009591,-2456.40841900657,-3195.93250591535,-2742.52071350858,-3204.05697914976,-2874.50151423326,-3351.34456546044,-3620.68600820839,-3467.21679878361,-4331.16889831628,-4857.21321116289,-4459.13961911683,-2861.72630403428,-2853.53513449888,-3737.36274016802,-3532.82442569747,-3752.65546747599,-4287.78494998622,-3748.07999072996,-3352.08246874164,-3512.91261438673,-3934.49554238918
Forest Land,WORLD,CO2,-9986.5,-10020.3,-9951.7,-10164,-10249.2,-10030.7,-10124.9,-9827.1,-9820.3,-9507,-9267,-9450.5,-9183.9,-8901.8,-8712.8,-8702.4,-8801.1,-8593.3,-9512.1,-9830.4,-9282.8,-8906.6,-8779.9,-8625.5,-8597.7,-8817.5,-8661.3,-8596.6,-8192,-8262.3,-8357.3
Organic Soil,WORLD,CO2,788.33455190229,786.475862451941,784.235643656351,782.967142138085,781.111787619184,779.449852693692,777.367066148548,774.738381790777,772.543426164464,765.084042330226,763.473570631894,767.774959164491,765.700756414921,762.928576753319,761.013176636722,759.196208930794,959.420871664566,957.217245659622,955.452682239698,953.87516635467,954.007391628108,1076.28853099995,1075.36502196115,1072.98427121493,1072.6976336639,1071.04318637056,916.205378731741,917.120817331453,915.049698071695,913.655711954732,913.655711954732
Deforestation,WORLD,CO2,5132.32299815276,5114.46428425869,5071.43005987575,5051.60790180072,5035.22421272982,5026.25815300951,5021.07617832885,5021.94739436102,5045.23554743293,5035.61321387548,5031.25350867862,5044.98164235475,5042.74416423378,5032.7017931987,5036.90811130885,5062.93736981534,4240.13059673,4247.90668532411,4240.59595700041,4206.25272377175,4205.13359528102,4173.76908286744,4168.1182725347,4168.26143665639,4169.54411155877,4175.03824137077,4040.36363139827,4033.64714255506,4036.46616519641,4032.12999850939,4022.39754877285
Other,WORLD,CO2,-775.569,-715.732,-684.093,-645.897,-726.41,-730.94,-772.772,-785.506,-882.87,-956.744,-867.2,-930.605,-947.082,-1029.37,-941.871,-1010.23,-1076.66,-993.629,-881.951,-814.088,-945.938,-1055.06,-1105.14,-1022.76,-1116.55,-1005.38,-1163.03,-1193.37,-1167.3,-1107.98,-1175.09
Fires,WORLD,CO2,1317.97099450328,1367.70439175503,1344.53471537233,1587.04420792441,1651.56506792527,1651.56506792527,1254.11052659546,717.944639530023,1283.26381078747,1410.00978369839,1883.06450168292,1372.41589256541,1580.01636584272,931.482650898223,982.248197821167,539.151855793426,1057.52252339704,914.588270232658,866.83346244361,627.146898710685,610.457393974045,1849.87608209833,1788.02157100527,669.651551960662,939.183829079864,824.143104782683,579.976039883766,1091.12204938353,1055.70166799025,911.581675149146,661.84119688324
